"activity_id","title","reference","standard_id","gender_id","difficulty_level_id","priority_id","act_category_id","parent_desc","child_desc","purpose_outcome","act_frequency_id","points","is_foundational","min_time_minutes","max_time_minutes","is_safety_risk","is_festival","festival_id","is_discrematory","is_external_dependency","is_parent_supervision","is_parent_involment","parent_involment_level_id","is_screen_time","screen_time_category_id","is_negative_effects","is_free","is_archived","created_by","updated_by","created_date","updated_date","revision"
"5517092532","Prepare the dining table","Brain Lobe Development Right Parietal Lobe","1","2","3","2","1","Involve your child to help you set the dining table. Teach them about where everything is kept in the kitchen. (Give child non breakable crockery to begin with. you can give glass plates once they master this)You can ask child to add any decorative pieces to the table like artificial plants, flowers, napkins etc.encourage child to make a special arrangement when you have guests","","Responsibility","4",40,True,5,15,False,False,"1",False,False,True,True,"3",True,"1",False,True,False,"admin",NULL,"2024-05-28 15:57:24.956",NULL,0
"5517092532","Prepare the dining table","Brain Lobe Development Right Parietal Lobe","1","2","3","2","1","Involve your child to help you set the dining table. Teach them about where everything is kept in the kitchen. (Give child non breakable crockery to begin with. you can give glass plates once they master this)You can ask child to add any decorative pieces to the table like artificial plants, flowers, napkins etc.encourage child to make a special arrangement when you have guests","","Responsibility","4",40,True,5,15,False,False,"1",False,False,True,True,"3",True,"1",False,True,False,"admin",NULL,"2024-05-28 15:57:24.956",NULL,0
"5517092532","Prepare the dining table","Brain Lobe Development Right Parietal Lobe","1","2","3","2","1","Involve your child to help you set the dining table. Teach them about where everything is kept in the kitchen. (Give child non breakable crockery to begin with. you can give glass plates once they master this)You can ask child to add any decorative pieces to the table like artificial plants, flowers, napkins etc.encourage child to make a special arrangement when you have guests","","Responsibility","4",40,True,5,15,False,False,"1",False,False,True,True,"3",True,"1",False,True,False,"admin",NULL,"2024-05-28 15:57:24.956",NULL,0
"5517092532","Prepare the dining table","Brain Lobe Development Right Parietal Lobe","1","2","3","2","1","Involve your child to help you set the dining table. Teach them about where everything is kept in the kitchen. (Give child non breakable crockery to begin with. you can give glass plates once they master this)You can ask child to add any decorative pieces to the table like artificial plants, flowers, napkins etc.encourage child to make a special arrangement when you have guests","","Responsibility","4",40,True,5,15,False,False,"1",False,False,True,True,"3",True,"1",False,True,False,"admin",NULL,"2024-05-28 15:57:24.956",NULL,0
"5517092532","Prepare the dining table","Brain Lobe Development Right Parietal Lobe","1","2","3","2","1","Involve your child to help you set the dining table. Teach them about where everything is kept in the kitchen. (Give child non breakable crockery to begin with. you can give glass plates once they master this)You can ask child to add any decorative pieces to the table like artificial plants, flowers, napkins etc.encourage child to make a special arrangement when you have guests","","Responsibility","4",40,True,5,15,False,False,"1",False,False,True,True,"3",True,"1",False,True,False,"admin",NULL,"2024-05-28 15:57:24.956",NULL,0
"5517092532","Prepare the dining table","Brain Lobe Development Right Parietal Lobe","1","2","3","2","1","Involve your child to help you set the dining table. Teach them about where everything is kept in the kitchen. (Give child non breakable crockery to begin with. you can give glass plates once they master this)You can ask child to add any decorative pieces to the table like artificial plants, flowers, napkins etc.encourage child to make a special arrangement when you have guests","","Responsibility","4",40,True,5,15,False,False,"1",False,False,True,True,"3",True,"1",False,True,False,"admin",NULL,"2024-05-28 15:57:24.956",NULL,0
"5517092532","Prepare the dining table","Brain Lobe Development Right Parietal Lobe","1","2","3","2","1","Involve your child to help you set the dining table. Teach them about where everything is kept in the kitchen. (Give child non breakable crockery to begin with. you can give glass plates once they master this)You can ask child to add any decorative pieces to the table like artificial plants, flowers, napkins etc.encourage child to make a special arrangement when you have guests","","Responsibility","4",40,True,5,15,False,False,"1",False,False,True,True,"3",True,"1",False,True,False,"admin",NULL,"2024-05-28 15:57:24.956",NULL,0
"5517092532","Prepare the dining table","Brain Lobe Development Right Parietal Lobe","1","2","3","2","1","Involve your child to help you set the dining table. Teach them about where everything is kept in the kitchen. (Give child non breakable crockery to begin with. you can give glass plates once they master this)You can ask child to add any decorative pieces to the table like artificial plants, flowers, napkins etc.encourage child to make a special arrangement when you have guests","","Responsibility","4",40,True,5,15,False,False,"1",False,False,True,True,"3",True,"1",False,True,False,"admin",NULL,"2024-05-28 15:57:24.956",NULL,0
"5517092532","Prepare the dining table","Brain Lobe Development Right Parietal Lobe","1","2","3","2","1","Involve your child to help you set the dining table. Teach them about where everything is kept in the kitchen. (Give child non breakable crockery to begin with. you can give glass plates once they master this)You can ask child to add any decorative pieces to the table like artificial plants, flowers, napkins etc.encourage child to make a special arrangement when you have guests","","Responsibility","4",40,True,5,15,False,False,"1",False,False,True,True,"3",True,"1",False,True,False,"admin",NULL,"2024-05-28 15:57:24.956",NULL,0
"5517092532","Prepare the dining table","Brain Lobe Development Right Parietal Lobe","1","2","3","2","1","Involve your child to help you set the dining table. Teach them about where everything is kept in the kitchen. (Give child non breakable crockery to begin with. you can give glass plates once they master this)You can ask child to add any decorative pieces to the table like artificial plants, flowers, napkins etc.encourage child to make a special arrangement when you have guests","","Responsibility","4",40,True,5,15,False,False,"1",False,False,True,True,"3",True,"1",False,True,False,"admin",NULL,"2024-05-28 15:57:24.956",NULL,0
"5517092532","Prepare the dining table","Brain Lobe Development Right Parietal Lobe","1","2","3","2","1","Involve your child to help you set the dining table. Teach them about where everything is kept in the kitchen. (Give child non breakable crockery to begin with. you can give glass plates once they master this)You can ask child to add any decorative pieces to the table like artificial plants, flowers, napkins etc.encourage child to make a special arrangement when you have guests","","Responsibility","4",40,True,5,15,False,False,"1",False,False,True,True,"3",True,"1",False,True,False,"admin",NULL,"2024-05-28 15:57:24.956",NULL,0
